xData,yData
937.0,-524.4090124964714
938.0,-512.752141058445
939.0,-512.6817166805267
940.0,-515.9625932574272
941.0,-510.35775542259216
942.0,-514.4779771566391
943.0,-547.8666335344315
944.0,-521.0523262619972
945.0,-114.0
946.0,-518.2526752352715
947.0,-511.30319088697433
948.0,-504.6680483967066
949.0,-513.644440472126
950.0,-518.1195735931396
951.0,-510.0482448935509
952.0,-565.1144444942474
953.0,-176.0
954.0,-523.97041618824
955.0,-545.6918656826019
956.0,-513.3864402770996
957.0,-548.7625986337662
958.0,-527.1187156438828
959.0,-524.8820841312408
960.0,-510.38055941462517
961.0,-522.8639766573906
962.0,-540.5365467071533
963.0,-516.9419080018997
964.0,-516.2577882409096
965.0,-522.9846522212029
966.0,-519.2814126610756
967.0,-512.8815233707428
968.0,-524.5163396000862
969.0,-509.1340772807598
970.0,-520.2333271503448
971.0,-517.5425514578819
972.0,-514.5716041326523
973.0,52.0
974.0,-513.2691130042076
975.0,-544.9994325637817
976.0,-273.0
977.0,-518.5660094022751
978.0,-512.210102379322
979.0,-536.1295789480209
980.0,-511.4764668047428
981.0,-515.1719391345978
982.0,-510.81752106547356
983.0,-521.1828485131264
984.0,-511.36280074715614
985.0,-114.0
986.0,-542.6854193210602
987.0,-521.1856052279472
988.0,-509.5382519066334
989.0,-534.0811491012573
990.0,-509.16610956192017
991.0,-523.9452674984932
992.0,-535.1456493139267
993.0,-515.5734330415726
994.0,-508.3788834512234
995.0,-518.9238145947456
996.0,-519.7360813617706
997.0,-515.9630164504051
998.0,-512.0645210146904
999.0,-507.85258784890175
1000.0,-518.217770755291
1001.0,-538.0378633737564
1002.0,-512.1328681707382
1003.0,-522.8659674525261
1004.0,-528.6195069551468
1005.0,-511.57054007053375
1006.0,-512.9455119371414
1007.0,-510.17587184906006
1008.0,-509.2995710670948
1009.0,-508.73821526765823
1010.0,-520.1515778899193
1011.0,-10.0
1012.0,-511.1678645014763
1013.0,-512.1252536773682
1014.0,-512.7770364284515
1015.0,-525.9341061115265
1016.0,-525.067400932312
1017.0,1.0
1018.0,-541.5168017148972
1019.0,-511.4405184984207
1020.0,-510.64881160855293
1021.0,43.0
1022.0,-508.49582627415657
1023.0,-520.3703254461288
1024.0,-517.0341074466705
1025.0,-511.3542437553406
1026.0,-542.8327590227127
1027.0,-547.5554943084717
1028.0,-508.3518110215664
1029.0,-510.7393145561218
1030.0,-516.1077365279198
1031.0,-515.3668791055679
1032.0,-509.0117812156677
1033.0,-509.31528732180595
1034.0,-512.8420293331146
1035.0,-515.6649962067604
1036.0,-531.3077092170715
1037.0,-518.0518165230751
1038.0,-571.8589246273041
1039.0,-514.9216383695602
1040.0,-553.0710339546204
1041.0,-510.0073792040348
1042.0,-512.9630967974663
1043.0,-514.758013188839
1044.0,-526.7881125211716
1045.0,-514.6359518170357
1046.0,-503.6839809268713
1047.0,-509.1892473399639
1048.0,-518.8534185290337
1049.0,-513.8162687420845
1050.0,-533.0417603254318
1051.0,-534.8515748977661
1052.0,-540.7655477523804
1053.0,-508.3142779767513
1054.0,-545.1048225164413
1055.0,-514.5398527383804
1056.0,-510.0275084376335
1057.0,-512.9912450909615
1058.0,-507.51445814967155
1059.0,-506.5912887454033
1060.0,-548.724439740181
1061.0,-517.2467857599258
1062.0,-507.158175855875
1063.0,-511.5919142961502
1064.0,-545.5958247184753
1065.0,-534.8657220602036
1066.0,-529.4763416051865
1067.0,-507.92435109615326
1068.0,-560.5562210083008
1069.0,-508.0026403069496
1070.0,-507.5008414685726
1071.0,-545.9948480129242
1072.0,-532.3531478643417
1073.0,-516.8780520558357
1074.0,-515.6835734844208
1075.0,-89.0
1076.0,-508.09819996356964
1077.0,-298.0
1078.0,36.0
1079.0,-529.2014479637146
1080.0,-526.1674761772156
1081.0,-525.5186975002289
1082.0,-511.00987419486046
1083.0,-526.3603985309601
1084.0,-526.1925935745239
1085.0,-525.4647314548492
1086.0,-541.317680478096
1087.0,-539.229542016983
1088.0,-520.2785596251488
1089.0,-526.0858356952667
1090.0,-507.72299841046333
1091.0,-515.3243213891983
1092.0,-520.1358571648598
1093.0,-517.247748374939
1094.0,-517.9455116391182
1095.0,-511.27431616187096
1096.0,-506.3874937593937
1097.0,-528.4604489803314
